step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
215,CASH_OUT,6061.54,C1212,1713.28,7956.31,M1212,9834.94,1455.03,0
435,DEBIT,9629.08,C1213,18937.35,17238.2,M1213,15538.29,12076.47,0
723,DEBIT,5898.81,C1214,5834.48,6617.04,M1214,14749.53,19860.49,0
318,CASH_OUT,4717.01,C1215,4529.29,5187.32,M1215,17834.71,19282.5,0
32,CASH_OUT,5738.28,C1216,2582.73,14866.31,M1216,4093.38,16583.47,0
670,PAYMENT,9279.73,C1217,18920.04,7195.27,M1217,17177.55,5326.82,0
285,DEBIT,8285.5,C1218,14238.07,16939.97,M1218,6020.52,448.15,0
305,DEBIT,3236.56,C1219,14833.22,6557.77,M1219,18819.98,16670.83,0
429,CASH_IN,2380.17,C1220,9988.09,14038.9,M1220,5621.3,1114.4,0
477,TRANSFER,2633.71,C1221,9494.56,902.18,M1221,18536.97,4112.56,0
286,TRANSFER,5049.17,C1222,2200.42,7711.26,M1222,19275.81,10889.06,0
144,CASH_IN,7443.05,C1223,11196.82,6864.6,M1223,2909.83,3567.56,0
424,TRANSFER,5037.16,C1224,4938.33,16333.57,M1224,19490.0,16675.77,0
19,CASH_OUT,687.29,C1225,19542.91,19341.11,M1225,1714.46,15543.19,0
18,TRANSFER,7238.57,C1226,15931.62,9217.63,M1226,4371.36,15115.39,0
590,TRANSFER,8061.64,C1227,8259.84,16496.73,M1227,8883.38,16322.55,0
371,CASH_IN,2902.08,C1228,3026.83,13993.89,M1228,19871.95,4394.04,0
175,PAYMENT,6644.62,C1229,15706.63,19347.72,M1229,9771.26,14577.85,0
194,TRANSFER,4271.65,C1230,2441.08,16222.17,M1230,11008.19,7105.63,0
502,TRANSFER,8892.3,C1231,3786.68,1549.56,M1231,13888.5,13336.9,0
113,PAYMENT,8453.8,C1232,4230.41,14265.63,M1232,19365.87,2440.43,0
114,CASH_IN,5259.07,C1233,11137.81,10709.99,M1233,15667.03,14111.73,0
222,PAYMENT,6918.14,C1234,15741.13,328.72,M1234,4483.08,19442.15,0
678,CASH_IN,8834.66,C1235,6286.3,5026.26,M1235,6059.82,872.01,0
644,CASH_OUT,4962.21,C1236,1693.4,18435.1,M1236,1952.56,1876.58,0
264,CASH_IN,3139.37,C1237,9290.77,18521.23,M1237,12889.05,2472.74,0
55,CASH_OUT,7539.12,C1238,14962.2,15977.01,M1238,3614.81,8611.28,0
643,CASH_OUT,2208.46,C1239,4433.28,19635.59,M1239,5148.1,5815.6,0
458,CASH_IN,3891.43,C1240,4398.49,16130.9,M1240,17762.27,16138.4,0
162,DEBIT,8658.62,C1241,18944.54,204.08,M1241,6535.11,9475.74,0
380,CASH_IN,7246.98,C1242,19083.07,5756.69,M1242,11332.93,9690.75,0
87,TRANSFER,4044.07,C1243,19809.31,612.48,M1243,7951.32,14340.76,0
55,TRANSFER,2155.3,C1244,16153.19,1882.16,M1244,1480.63,7239.38,0
476,DEBIT,3566.12,C1245,3763.68,4376.82,M1245,7257.28,7064.14,0
178,CASH_OUT,2848.2,C1246,4239.63,10071.17,M1246,8161.36,15138.53,0
391,DEBIT,1769.13,C1247,6804.5,16950.64,M1247,17914.02,15600.83,0
349,TRANSFER,7435.9,C1248,6362.65,17239.34,M1248,6489.01,287.98,0
8,DEBIT,2528.18,C1249,19130.55,12324.04,M1249,7584.82,2875.81,0
313,CASH_IN,4547.13,C1250,15781.48,18563.52,M1250,15657.94,4261.96,0
443,DEBIT,3864.74,C1251,14480.18,10001.25,M1251,15179.13,7032.01,0
328,CASH_OUT,9820.95,C1252,3719.26,17780.72,M1252,15965.71,5828.96,0
54,CASH_IN,3917.01,C1253,18190.51,9081.31,M1253,19075.41,13370.4,0
239,PAYMENT,809.03,C1254,16557.41,5544.5,M1254,15911.15,16562.7,0
229,TRANSFER,907.36,C1255,3272.84,18328.26,M1255,8152.16,3841.74,0
579,TRANSFER,5911.63,C1256,17423.41,7758.7,M1256,16430.17,11259.6,0
51,DEBIT,5997.64,C1257,5444.95,10068.08,M1257,10173.49,7356.33,0
609,CASH_IN,4193.4,C1258,1617.39,6577.21,M1258,5554.28,10115.56,1
604,PAYMENT,4324.12,C1259,13136.45,13256.75,M1259,6058.34,12415.16,0
264,CASH_IN,548.79,C1260,13076.09,19900.62,M1260,4476.85,17872.0,0
418,TRANSFER,5170.3,C1261,1898.64,510.27,M1261,2899.86,3845.85,0
96,CASH_IN,5052.35,C1262,6377.04,17996.96,M1262,3689.81,1740.13,0
88,PAYMENT,1504.0,C1263,19856.29,78.52,M1263,1263.56,12544.24,0
78,DEBIT,1047.36,C1264,13568.53,7284.56,M1264,17769.02,7882.62,0
288,CASH_OUT,1244.49,C1265,14601.5,3372.14,M1265,18620.16,3258.05,0
120,CASH_IN,1019.27,C1266,4258.35,15146.84,M1266,11735.41,2341.74,0
491,CASH_OUT,6100.98,C1267,1575.64,1012.22,M1267,16809.79,11178.2,0
452,TRANSFER,1972.86,C1268,5538.03,11069.7,M1268,3671.42,6009.41,0
500,DEBIT,2521.79,C1269,4977.97,5898.52,M1269,18033.48,19948.53,0
165,DEBIT,1743.99,C1270,4690.88,2673.4,M1270,10127.23,8118.02,1
182,CASH_IN,9578.77,C1271,3855.09,15436.36,M1271,1343.3,4245.73,0
469,DEBIT,8547.63,C1272,11495.11,4348.34,M1272,2826.25,12576.98,0
735,CASH_IN,2312.64,C1273,6562.07,4473.5,M1273,6179.53,4885.1,1
7,CASH_IN,3282.39,C1274,16406.9,5501.54,M1274,871.15,9881.72,0
330,CASH_OUT,2106.83,C1275,3678.95,11735.34,M1275,6185.87,9651.52,0
673,DEBIT,4923.84,C1276,9292.54,13193.32,M1276,1198.61,9071.15,0
151,CASH_IN,205.91,C1277,273.16,352.05,M1277,4720.55,15921.71,0
85,CASH_OUT,6716.97,C1278,9633.65,4837.39,M1278,5313.4,4332.26,0
147,PAYMENT,5236.35,C1279,1116.76,8619.42,M1279,19887.38,18086.15,0
624,CASH_OUT,8987.4,C1280,19554.47,6639.54,M1280,4710.93,15826.81,0
381,CASH_OUT,1652.28,C1281,15811.84,17683.41,M1281,4783.73,6662.45,0
548,CASH_IN,8043.05,C1282,9802.23,15754.17,M1282,13735.78,3612.05,0
285,TRANSFER,7921.69,C1283,1731.75,12517.8,M1283,17187.15,5590.7,0
700,TRANSFER,1280.54,C1284,11848.91,6760.85,M1284,7741.11,6652.72,0
82,TRANSFER,3991.61,C1285,15175.28,14013.45,M1285,17512.36,11138.66,0
514,CASH_OUT,1709.82,C1286,3814.35,16872.76,M1286,6802.84,927.36,0
709,CASH_IN,2554.66,C1287,11364.17,11896.61,M1287,3940.32,18287.18,0
523,DEBIT,2639.83,C1288,16284.22,15689.23,M1288,6592.78,1973.5,0
386,CASH_OUT,5566.8,C1289,15364.96,14982.1,M1289,12187.13,5585.47,0
707,CASH_OUT,4120.0,C1290,16059.84,11434.75,M1290,7342.86,2185.75,0
471,CASH_IN,9477.85,C1291,17586.47,6243.66,M1291,13457.88,5133.46,0
119,PAYMENT,1272.44,C1292,18753.64,14915.64,M1292,4738.72,16753.48,0
396,CASH_OUT,9737.18,C1293,8110.42,4135.93,M1293,14019.86,12303.52,0
532,PAYMENT,2314.08,C1294,11375.38,15589.77,M1294,6948.77,4546.46,0
261,PAYMENT,7731.01,C1295,15813.19,16090.93,M1295,9117.37,17435.17,0
256,TRANSFER,3396.31,C1296,13942.8,16442.9,M1296,11154.9,16014.24,0
734,CASH_IN,1439.38,C1297,19910.4,9458.32,M1297,13724.5,15072.99,1
226,PAYMENT,8580.31,C1298,273.55,3849.62,M1298,4774.27,16952.65,0
53,CASH_IN,3095.52,C1299,7102.66,1994.47,M1299,16718.91,12392.99,0
500,TRANSFER,6591.97,C1300,5620.56,14867.23,M1300,14436.85,10028.75,0
506,CASH_IN,5668.77,C1301,5246.32,17725.23,M1301,4681.96,7478.7,0
364,CASH_OUT,4722.85,C1302,4450.6,13016.77,M1302,19499.49,4475.28,0
280,PAYMENT,4963.24,C1303,14182.48,2883.2,M1303,13295.94,11148.23,0
593,CASH_IN,7325.06,C1304,1695.19,18697.93,M1304,9048.54,17789.85,0
714,DEBIT,886.85,C1305,14832.18,19782.04,M1305,3150.55,11879.64,0
158,CASH_IN,6685.12,C1306,13868.52,8667.57,M1306,10664.42,18392.14,0
632,PAYMENT,8959.16,C1307,5016.08,11896.51,M1307,3295.52,7138.35,0
59,TRANSFER,587.3,C1308,5056.68,15544.57,M1308,8589.83,13902.76,0
727,TRANSFER,1415.13,C1309,12577.21,14727.8,M1309,8174.25,12973.31,0
128,PAYMENT,7169.15,C1310,15243.42,19355.74,M1310,14398.79,13408.68,0
736,CASH_OUT,4378.44,C1311,17529.71,2297.66,M1311,3847.66,12900.84,0
721,CASH_OUT,4041.45,C1312,17042.79,11614.5,M1312,16437.43,4433.09,0
115,TRANSFER,1378.3,C1313,19297.66,13838.63,M1313,6522.65,2871.82,0
209,TRANSFER,5072.63,C1314,11627.7,17801.97,M1314,8879.77,19572.57,0
526,PAYMENT,1274.19,C1315,18173.11,17482.19,M1315,15446.82,905.9,0
521,CASH_OUT,4771.44,C1316,16170.27,19560.0,M1316,12507.85,9354.73,0
552,TRANSFER,7638.52,C1317,17893.35,10241.57,M1317,6160.51,8501.61,0
237,CASH_OUT,2590.06,C1318,232.53,16615.22,M1318,7724.06,7200.38,0
281,TRANSFER,4813.05,C1319,19318.06,8545.63,M1319,6115.74,15639.68,0
359,CASH_IN,9920.24,C1320,9470.6,8446.28,M1320,11895.4,14907.01,0
201,DEBIT,6869.64,C1321,15963.66,5066.97,M1321,6652.49,18104.5,0
278,CASH_IN,8415.15,C1322,2544.08,16364.75,M1322,14513.95,7909.75,0
235,TRANSFER,4154.33,C1323,7918.82,19716.3,M1323,11595.74,11283.59,0
494,DEBIT,7680.93,C1324,5429.21,5126.83,M1324,2914.13,17846.14,0
4,DEBIT,414.69,C1325,5833.18,1122.63,M1325,6205.37,19876.96,0
666,TRANSFER,1237.88,C1326,2465.11,16310.85,M1326,4428.95,19385.89,0
442,TRANSFER,2038.68,C1327,16115.28,12404.6,M1327,7806.26,14356.88,0
29,CASH_OUT,4025.5,C1328,184.85,19193.98,M1328,10319.68,2864.55,0
109,TRANSFER,8458.99,C1329,6250.11,5044.78,M1329,10135.26,463.72,0
610,PAYMENT,3469.2,C1330,3488.21,1420.55,M1330,15090.47,16504.37,0
727,TRANSFER,6549.67,C1331,11780.78,9848.85,M1331,3783.44,16818.84,0
75,PAYMENT,7096.05,C1332,5085.05,1709.32,M1332,18929.46,14927.22,0
146,TRANSFER,5865.96,C1333,5179.97,5235.8,M1333,6856.9,5598.47,0
128,CASH_OUT,3578.85,C1334,9766.76,2519.56,M1334,6004.98,12796.36,0
42,PAYMENT,5774.76,C1335,13053.78,4482.64,M1335,13703.57,6324.97,0
356,CASH_IN,3429.23,C1336,2426.09,2122.89,M1336,16110.33,9012.96,0
41,PAYMENT,847.9,C1337,3510.23,19078.12,M1337,7569.44,7648.7,0
34,CASH_OUT,9928.11,C1338,4943.49,5571.25,M1338,14936.94,18272.8,0
17,PAYMENT,1280.55,C1339,19474.96,8877.95,M1339,17674.72,4683.15,0
677,TRANSFER,732.76,C1340,7943.05,17972.24,M1340,15336.07,11552.22,0
153,TRANSFER,8786.52,C1341,11979.8,13546.43,M1341,683.93,7219.63,0
378,CASH_OUT,3025.33,C1342,4830.86,12360.75,M1342,16547.38,13261.42,0
588,DEBIT,6506.47,C1343,9809.19,14111.26,M1343,15489.62,11291.26,0
599,TRANSFER,3296.77,C1344,1482.38,16576.45,M1344,13385.8,18479.55,0
629,CASH_IN,3920.63,C1345,694.84,17553.39,M1345,15200.45,2032.24,0
342,CASH_OUT,2628.51,C1346,9374.67,12852.79,M1346,19588.51,4412.82,0
27,PAYMENT,3437.01,C1347,7973.19,17800.15,M1347,8622.26,15326.96,0
287,PAYMENT,4112.9,C1348,2737.61,10707.95,M1348,1344.46,7375.74,0
646,CASH_IN,7206.96,C1349,13752.03,5545.82,M1349,9217.8,3315.68,0
731,TRANSFER,5120.25,C1350,19858.07,17601.53,M1350,928.67,10066.43,0
168,CASH_OUT,9436.22,C1351,7912.94,10829.46,M1351,5885.01,13042.84,0
610,CASH_IN,428.39,C1352,12491.17,18122.75,M1352,11737.6,896.53,0
268,TRANSFER,5035.65,C1353,19259.52,803.36,M1353,6192.46,5832.44,0
455,CASH_OUT,5846.41,C1354,16630.7,7950.32,M1354,13707.9,16188.45,0
685,PAYMENT,9202.77,C1355,9271.04,18956.1,M1355,16439.73,10404.89,0
401,CASH_OUT,501.09,C1356,14749.79,4993.0,M1356,8408.78,707.58,0
476,DEBIT,5739.26,C1357,2562.7,18830.72,M1357,18002.76,5639.02,0
702,CASH_OUT,8537.76,C1358,10242.08,19078.05,M1358,1596.78,12782.81,0
634,DEBIT,2426.86,C1359,5581.21,17642.85,M1359,16802.26,3987.19,0
558,CASH_OUT,8764.16,C1360,3223.27,11273.36,M1360,16571.46,16547.83,0
576,DEBIT,200.24,C1361,8525.62,12938.79,M1361,6439.88,13531.52,0
130,PAYMENT,7327.22,C1362,2620.29,17392.34,M1362,5974.3,9427.58,0
363,TRANSFER,9331.8,C1363,13979.7,15517.94,M1363,6101.9,18312.48,0
705,DEBIT,6575.4,C1364,9124.8,12601.88,M1364,16227.87,7836.02,0
693,DEBIT,4395.9,C1365,10622.89,19645.19,M1365,16633.07,4701.47,0
292,PAYMENT,458.36,C1366,2927.52,13713.53,M1366,6594.45,13228.06,0
371,DEBIT,9201.94,C1367,2795.43,19509.64,M1367,11851.81,11465.9,0
29,CASH_IN,4708.26,C1368,11668.31,1147.77,M1368,2778.66,6704.96,1
149,PAYMENT,299.68,C1369,19700.19,2779.21,M1369,9375.57,6873.29,0
296,CASH_IN,6901.31,C1370,1925.01,9029.18,M1370,19975.86,7964.21,0
11,PAYMENT,4823.55,C1371,5714.63,7697.59,M1371,3176.78,5822.77,0
512,DEBIT,1252.21,C1372,17389.18,15654.7,M1372,18951.25,14204.83,0
676,CASH_IN,2150.58,C1373,1445.44,3212.28,M1373,16485.09,13027.17,0
113,DEBIT,654.26,C1374,17517.71,19521.9,M1374,19444.29,8815.55,0
187,PAYMENT,5747.19,C1375,10485.72,6301.32,M1375,3591.58,7957.09,0
227,DEBIT,6224.07,C1376,8165.34,8578.47,M1376,4270.37,7301.03,0
310,CASH_IN,5062.37,C1377,6193.61,5494.9,M1377,337.34,5669.37,0
98,CASH_IN,8172.85,C1378,5942.34,11587.27,M1378,14494.04,1713.93,0
55,DEBIT,8611.48,C1379,6116.05,1172.57,M1379,12881.89,5364.09,0
623,CASH_OUT,6160.09,C1380,17696.06,2993.55,M1380,3561.31,6424.03,0
664,PAYMENT,137.44,C1381,14475.9,14915.95,M1381,15822.9,10953.68,0
406,PAYMENT,6955.34,C1382,13394.46,3730.01,M1382,5983.91,15475.77,0
69,DEBIT,4185.81,C1383,15974.98,4710.29,M1383,2699.91,7914.04,0
312,CASH_OUT,5659.92,C1384,5142.29,15859.64,M1384,8451.25,18895.14,0
289,CASH_IN,6494.32,C1385,12360.86,1866.02,M1385,1819.4,16547.0,0
548,TRANSFER,3508.86,C1386,9201.32,8749.48,M1386,5264.87,19696.04,0
148,TRANSFER,9171.81,C1387,15648.83,461.27,M1387,7426.67,17524.06,0
467,DEBIT,1348.41,C1388,6185.12,6936.15,M1388,17037.28,12334.52,0
739,CASH_OUT,6718.4,C1389,12863.57,13979.63,M1389,15850.97,11969.59,0
244,CASH_OUT,53.55,C1390,17644.25,1802.07,M1390,8855.09,2590.52,0
491,PAYMENT,9247.26,C1391,8043.01,17766.69,M1391,14491.5,14447.98,0
507,CASH_IN,1133.92,C1392,1332.44,18189.98,M1392,11372.99,12004.14,0
365,CASH_OUT,957.89,C1393,10321.02,2099.81,M1393,6816.84,10138.64,0
482,TRANSFER,3336.75,C1394,6919.45,19814.65,M1394,14517.49,13865.74,0
201,CASH_IN,3741.93,C1395,13444.51,5950.59,M1395,13669.98,8880.96,0
154,CASH_IN,2150.86,C1396,19020.66,1682.03,M1396,12381.89,10477.19,0
450,DEBIT,5855.37,C1397,9712.17,101.34,M1397,12359.11,7967.05,0
501,CASH_OUT,4434.71,C1398,9323.8,8170.46,M1398,13659.64,14347.42,0
73,DEBIT,351.41,C1399,13091.7,12596.2,M1399,7690.91,17532.22,0
713,CASH_OUT,3203.32,C1400,2069.95,6643.58,M1400,17381.52,16816.9,0
296,PAYMENT,8106.22,C1401,5070.12,16734.35,M1401,3246.16,15720.51,0
17,DEBIT,6900.12,C1402,18379.59,14332.13,M1402,17677.71,275.75,0
641,DEBIT,7251.46,C1403,13398.85,7003.23,M1403,6845.64,18237.61,0
217,TRANSFER,6984.19,C1404,268.88,14686.19,M1404,2500.63,5497.51,0
61,DEBIT,3116.62,C1405,4092.51,18809.75,M1405,12000.55,17759.48,0
616,CASH_OUT,1005.64,C1406,13656.75,1861.92,M1406,7519.73,3939.36,0
42,TRANSFER,2731.95,C1407,15287.98,6122.08,M1407,16309.99,8792.92,0
25,DEBIT,8319.54,C1408,16797.19,9266.52,M1408,8615.71,14987.98,0
39,DEBIT,9804.9,C1409,5843.54,9959.8,M1409,13371.25,12805.58,0
131,PAYMENT,4943.53,C1410,18620.57,10843.91,M1410,6165.16,8318.44,0
498,DEBIT,106.91,C1411,11058.94,6012.54,M1411,4189.05,13572.48,0
229,CASH_IN,1409.05,C1412,13930.78,13345.19,M1412,7760.98,10978.99,0
108,TRANSFER,3227.58,C1413,11934.78,12901.69,M1413,12136.16,5514.73,0
172,CASH_IN,5790.07,C1414,2454.8,11556.43,M1414,13138.93,12926.59,0
435,TRANSFER,760.19,C1415,19262.29,2275.23,M1415,11564.13,4084.94,0
478,PAYMENT,9434.14,C1416,2457.51,9539.36,M1416,19761.11,13879.77,0
102,DEBIT,3657.19,C1417,5097.64,7124.54,M1417,13821.8,62.22,0
524,DEBIT,9126.72,C1418,16272.56,9820.77,M1418,18630.39,10975.45,0
275,DEBIT,7807.41,C1419,12371.94,18437.33,M1419,2358.66,8021.35,0
613,TRANSFER,7556.82,C1420,16762.98,9610.63,M1420,1227.46,6062.08,0
44,DEBIT,6071.13,C1421,10314.72,279.62,M1421,6219.89,10314.16,0
17,CASH_IN,6271.57,C1422,7539.86,8776.73,M1422,2731.78,12906.23,0
330,DEBIT,6383.65,C1423,18436.91,16412.96,M1423,10517.37,19306.25,0
569,PAYMENT,6290.93,C1424,725.05,15601.22,M1424,10379.63,16661.29,0
497,CASH_IN,5541.75,C1425,17122.6,10267.8,M1425,11500.94,14343.0,0
12,DEBIT,9864.28,C1426,4616.36,4995.38,M1426,14904.56,9579.34,0
318,DEBIT,7325.58,C1427,16974.73,9301.77,M1427,19426.59,7842.88,0
592,CASH_OUT,7771.69,C1428,2783.93,11274.04,M1428,17565.17,650.59,0
216,TRANSFER,8725.9,C1429,11604.38,19997.43,M1429,2367.34,7181.94,0
339,CASH_IN,2164.24,C1430,17762.16,12883.56,M1430,6770.27,16967.54,0
661,CASH_OUT,847.2,C1431,9470.79,13885.3,M1431,5116.46,7680.49,0
81,PAYMENT,4834.12,C1432,14931.33,9829.08,M1432,3536.35,9231.7,0
727,TRANSFER,5145.67,C1433,16093.43,7089.79,M1433,10894.5,5436.69,0
485,CASH_IN,8293.53,C1434,14729.88,16259.06,M1434,11065.29,5482.66,0
374,DEBIT,4443.4,C1435,18506.59,9898.65,M1435,4544.9,1237.44,0
710,CASH_IN,5712.82,C1436,8936.68,19893.8,M1436,14237.95,12276.08,0
200,DEBIT,5275.44,C1437,3462.51,9142.41,M1437,14658.29,8961.39,0
537,TRANSFER,391.65,C1438,956.22,1360.01,M1438,419.6,12119.22,0
466,DEBIT,6156.0,C1439,4929.2,13651.56,M1439,7915.15,10937.74,0
89,PAYMENT,8282.15,C1440,2863.95,932.83,M1440,17802.81,15976.89,0
268,DEBIT,1583.43,C1441,11158.97,5010.03,M1441,10406.37,15020.24,0
655,PAYMENT,5947.37,C1442,3698.91,7074.77,M1442,6952.56,15429.08,0
571,TRANSFER,5940.17,C1443,778.67,14789.67,M1443,5073.52,9984.78,0
489,TRANSFER,1650.21,C1444,719.8,9884.72,M1444,4867.09,7077.63,0
538,CASH_IN,1243.4,C1445,16631.39,572.92,M1445,1995.36,18668.73,0
47,PAYMENT,9800.72,C1446,11829.0,12337.0,M1446,16344.53,1085.4,0
288,PAYMENT,3943.25,C1447,7161.71,8228.72,M1447,1733.15,3052.43,0
16,CASH_OUT,2281.94,C1448,17884.56,18436.69,M1448,5845.9,8391.98,0
711,CASH_OUT,1721.53,C1449,1403.93,9991.25,M1449,913.51,12279.15,1
401,CASH_OUT,6679.34,C1450,19606.44,14179.5,M1450,15627.73,164.01,0
86,DEBIT,6098.36,C1451,12325.84,4377.37,M1451,785.67,14386.46,0
250,CASH_OUT,6439.09,C1452,3669.29,15219.47,M1452,6166.02,11174.53,0
391,PAYMENT,889.18,C1453,13581.38,14419.11,M1453,11465.95,9694.06,0
335,DEBIT,8936.41,C1454,15267.63,18081.63,M1454,8191.23,8469.9,0
629,TRANSFER,3898.77,C1455,8586.86,676.43,M1455,5645.42,10389.74,0
519,CASH_IN,3140.56,C1456,17232.65,8950.01,M1456,5503.78,3235.71,0
137,CASH_OUT,4628.99,C1457,3014.65,13583.11,M1457,15955.81,2174.23,0
688,TRANSFER,3906.76,C1458,5576.75,1903.28,M1458,19479.56,5792.75,0
498,PAYMENT,8637.13,C1459,1869.85,8212.08,M1459,6960.82,14190.1,0
727,CASH_IN,9293.32,C1460,4217.56,18842.93,M1460,782.91,11765.76,0
477,TRANSFER,3041.5,C1461,4774.58,8718.69,M1461,731.32,9602.46,0
594,CASH_IN,8640.72,C1462,18352.66,19708.1,M1462,15184.27,11430.42,0
223,CASH_OUT,7817.42,C1463,1562.19,1136.78,M1463,11047.4,11185.16,0
372,PAYMENT,9308.77,C1464,8548.3,14356.6,M1464,15671.85,6140.84,0
402,CASH_IN,2465.05,C1465,10647.97,11620.32,M1465,13949.94,1949.12,0
443,TRANSFER,5773.82,C1466,17973.86,10010.79,M1466,18150.13,17935.65,0
490,CASH_OUT,2752.7,C1467,19953.92,19416.95,M1467,17716.49,11998.23,0
615,CASH_OUT,8242.7,C1468,15067.76,2593.01,M1468,15766.55,13954.96,0
273,TRANSFER,63.19,C1469,19415.82,17919.98,M1469,9503.78,9279.94,0
526,TRANSFER,5652.54,C1470,15742.02,13824.81,M1470,6162.53,15129.61,1
159,CASH_IN,3398.64,C1471,19264.05,5179.92,M1471,10140.54,11689.95,0
152,DEBIT,3233.61,C1472,14145.41,18033.38,M1472,10041.43,1076.02,0
620,CASH_OUT,6452.61,C1473,1595.27,8585.9,M1473,12205.51,17801.94,0
188,CASH_IN,8516.33,C1474,8038.4,16284.55,M1474,3721.95,6110.72,0
98,TRANSFER,6095.86,C1475,12931.95,7776.73,M1475,13112.4,2757.82,0
131,CASH_IN,8533.2,C1476,7014.37,17018.62,M1476,9132.02,1760.82,0
171,TRANSFER,2653.33,C1477,5467.68,12732.58,M1477,12404.1,14408.81,0
183,PAYMENT,5199.82,C1478,11547.99,2820.93,M1478,4792.1,14079.37,0
364,TRANSFER,4510.86,C1479,18670.04,12993.26,M1479,8687.9,14003.24,0
39,TRANSFER,126.33,C1480,699.64,3826.9,M1480,4204.02,18315.06,0
527,TRANSFER,5572.55,C1481,15384.62,8238.45,M1481,17506.1,6978.86,0
497,DEBIT,6618.63,C1482,14454.55,3405.91,M1482,9759.22,11222.66,0
516,TRANSFER,5923.22,C1483,19279.07,440.32,M1483,4499.63,12389.91,0
349,CASH_OUT,7365.44,C1484,18614.22,4237.73,M1484,824.17,19589.64,0
397,CASH_OUT,5717.68,C1485,15244.65,10727.44,M1485,13514.77,6246.92,0
722,CASH_IN,676.84,C1486,10408.18,9631.22,M1486,4292.89,19126.62,0
161,DEBIT,1173.29,C1487,4085.35,10029.94,M1487,19791.64,2974.69,0
16,CASH_IN,5968.78,C1488,10904.71,4953.74,M1488,10674.01,15280.03,0
493,CASH_OUT,2757.04,C1489,15307.04,13703.22,M1489,5779.54,12657.72,0
426,CASH_OUT,805.65,C1490,17913.38,14085.27,M1490,13153.55,16337.92,0
108,PAYMENT,4301.73,C1491,15794.24,7159.36,M1491,5504.4,573.71,0
450,TRANSFER,5547.68,C1492,3905.34,17623.4,M1492,16405.49,1562.62,0
311,CASH_OUT,3294.17,C1493,11993.73,12880.46,M1493,6164.72,1393.92,0
739,CASH_IN,7207.13,C1494,6643.47,14260.79,M1494,19764.95,11859.19,0
170,CASH_IN,6441.27,C1495,184.11,5546.8,M1495,12102.9,12058.72,0
546,TRANSFER,3334.86,C1496,4004.42,12.23,M1496,16888.22,18122.1,0
414,TRANSFER,7551.18,C1497,2264.41,17307.51,M1497,1456.31,9352.07,0
251,PAYMENT,6490.46,C1498,16854.38,16448.49,M1498,6965.99,1360.98,0
141,DEBIT,6378.08,C1499,5170.13,2463.84,M1499,14749.74,4190.59,0
274,CASH_IN,5538.74,C1500,5693.96,7482.1,M1500,13101.18,161.46,0
416,TRANSFER,123.78,C1501,19198.73,13226.79,M1501,3884.86,15534.29,0
608,CASH_IN,6968.11,C1502,7581.73,13042.22,M1502,7124.06,16311.99,0
739,TRANSFER,3766.66,C1503,191.71,17207.01,M1503,5268.87,19958.81,0
39,CASH_OUT,9426.67,C1504,5676.92,2805.36,M1504,12267.4,8243.89,0
29,CASH_IN,8181.67,C1505,2385.99,8598.79,M1505,6891.36,385.97,0
477,CASH_OUT,5881.07,C1506,2056.17,1944.49,M1506,6181.08,4694.6,0
318,CASH_IN,2529.3,C1507,1549.75,7791.9,M1507,4147.56,11755.38,0
245,DEBIT,2045.14,C1508,11865.19,302.15,M1508,8180.54,19238.86,0
697,PAYMENT,3410.44,C1509,3786.95,17965.46,M1509,3910.05,2071.57,0
272,CASH_OUT,4770.91,C1510,7224.86,10540.88,M1510,19251.39,2431.46,0
440,TRANSFER,2967.69,C1511,17240.35,16996.05,M1511,3090.04,14035.18,0
239,DEBIT,5154.15,C1512,8486.76,1198.09,M1512,18266.09,13344.14,0
377,CASH_IN,1662.05,C1513,18313.83,4549.16,M1513,8569.46,5010.13,0
266,CASH_OUT,9777.35,C1514,9958.76,5187.6,M1514,7557.32,16262.9,0
359,CASH_IN,1088.17,C1515,7976.73,7733.83,M1515,4626.4,2575.58,0
340,CASH_IN,9320.12,C1516,15007.78,16057.33,M1516,12715.13,18514.84,0
389,CASH_IN,9136.64,C1517,1463.5,7731.16,M1517,13710.56,4020.64,0
577,PAYMENT,5258.35,C1518,1789.57,4093.07,M1518,9351.42,1627.05,0
689,PAYMENT,7251.85,C1519,13039.47,1299.81,M1519,1114.14,6790.44,0
3,TRANSFER,4366.12,C1520,9738.81,1589.83,M1520,18370.2,3756.83,0
429,CASH_OUT,6304.05,C1521,15808.31,15200.94,M1521,19606.58,10538.82,0
142,DEBIT,3412.35,C1522,18325.42,8896.06,M1522,8620.87,13736.93,0
376,DEBIT,3018.58,C1523,7767.34,14523.62,M1523,12273.22,9818.43,0
670,DEBIT,5786.52,C1524,11928.2,13645.74,M1524,9005.97,13212.15,0
324,CASH_IN,4986.32,C1525,10013.93,2707.25,M1525,6437.59,7298.41,0
146,PAYMENT,5799.57,C1526,19632.21,2857.76,M1526,1546.38,558.45,0
293,CASH_OUT,2873.74,C1527,16621.69,15106.84,M1527,9121.35,19481.28,0
665,CASH_IN,3675.91,C1528,18234.75,14425.37,M1528,16367.69,16388.27,0
432,PAYMENT,848.14,C1529,5086.8,7560.62,M1529,340.63,1468.38,0
